               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  73,            0.027054,           0.0073374,                   0,             0.82263,             0.63636,             0.67399,             0.32807,            0.050753,           0.0064533,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.026776,           0.0071598,                   0,             0.93333,             0.63633,             0.71826,             0.35003,            0.048678,             0.00602,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.026088,           0.0075409,                   0,             0.92832,             0.59091,              0.6878,             0.32884,            0.048332,           0.0060484,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.026148,           0.0068961,                   0,             0.87493,               0.636,             0.67562,             0.36397,            0.048979,           0.0063682,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.025631,           0.0069895,                   0,             0.74981,             0.68115,             0.70915,             0.33678,            0.047577,           0.0062037,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.026084,           0.0072256,                   0,             0.92857,             0.59088,             0.65635,             0.35852,             0.04863,           0.0064277,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.026316,           0.0072487,                   0,             0.77777,             0.63633,             0.67911,             0.32275,             0.04928,           0.0063115,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.025407,           0.0071576,                   0,             0.87492,             0.63636,              0.7326,             0.31364,            0.049924,           0.0063522,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.024834,           0.0072815,                   0,             0.86598,             0.59091,             0.68948,             0.32888,            0.049375,           0.0065759,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.024994,           0.0070048,                   0,             0.87494,             0.63603,             0.70305,             0.34317,            0.049438,           0.0064423,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.024533,           0.0069734,                   0,             0.78911,             0.68182,             0.72872,             0.36505,            0.047975,            0.006144,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.023701,           0.0069043,                   0,             0.87486,             0.63636,             0.68666,             0.34087,            0.047699,           0.0061427,                   0,            0.001783,            0.001783,            0.001783
                  85,             0.02472,           0.0070309,                   0,             0.86651,             0.59091,             0.69816,             0.36473,            0.047489,           0.0063014,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.024127,           0.0068607,                   0,             0.93748,             0.68156,             0.75055,             0.33761,            0.047577,           0.0063509,                   0,            0.001585,            0.001585,            0.001585
                  87,            0.023501,           0.0066322,                   0,             0.92307,             0.54544,             0.69004,             0.30259,             0.04953,           0.0065046,                   0,            0.001486,            0.001486,            0.001486
                  88,            0.023496,           0.0067685,                   0,             0.92262,             0.54545,             0.68995,             0.34007,            0.049039,            0.006338,                   0,            0.001387,            0.001387,            0.001387
                  89,            0.023578,           0.0067884,                   0,                   1,             0.54527,             0.70386,             0.34795,            0.048169,           0.0064372,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.023031,           0.0065767,                   0,             0.92842,             0.59091,             0.71404,             0.33819,            0.048797,           0.0064821,                   0,            0.001189,            0.001189,            0.001189
                  91,             0.02325,            0.007079,                   0,             0.92856,             0.59082,              0.6953,             0.33984,            0.049462,           0.0065134,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.022692,           0.0064739,                   0,                   1,             0.54377,             0.69746,             0.33627,            0.048836,           0.0064285,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.021915,           0.0067614,                   0,             0.86532,             0.59091,             0.71677,             0.37828,            0.047957,           0.0063711,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.022082,           0.0070172,                   0,             0.83129,             0.68182,             0.72124,             0.36998,            0.048653,           0.0062073,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.021978,           0.0067609,                   0,             0.86632,             0.59091,             0.69262,             0.34694,            0.048264,           0.0062601,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.021232,           0.0066318,                   0,             0.92815,             0.59091,             0.71383,             0.34027,            0.048075,           0.0061293,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.021292,           0.0063122,                   0,             0.78946,             0.68178,             0.69976,             0.33727,            0.049136,           0.0062344,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.021566,           0.0066847,                   0,              0.7891,             0.68182,             0.71705,             0.34408,             0.04826,           0.0063371,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.021475,           0.0065129,                   0,             0.78943,             0.68165,             0.71237,             0.33546,            0.048363,           0.0062578,                   0,            0.000298,            0.000298,            0.000298
